
SetupTitle, ExfoliatedMoS2_TGIdVg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VTG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -1
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, ID, ITG
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1, -0.001
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.001
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, false
TestParameter, Output.List.Data, VTG, ID, VD, Vbg, Ibg, ITG, IS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/06/2025 13:57:08
MetaData, TestRecord.TestTarget, E41-G14
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, be1e78ea-23a8-4a71-a1d2-e2d158bb0586
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VTG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, ITG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-10, -1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-07, -1E-14
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.56790123456790143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.56790123456790143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.56790123456790143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.56790123456790143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.66666666666666663
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.56790123456790143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU4:HR, Name=VTG, Direction=Double, Linear/Log=LINEAR, Start=-2 V, Stop=1 V, Step=15 mV, No. of Steps=201, Compliance=5 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=1 V, Step=300 mV, No. of Steps=4, Compliance=5 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA	[CONSTANTS] Unit=SMU3:HR, Name=Vbg, Source Mode=V, Source=500 mV, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,0.4,0.7,1	0.1	0.3	4
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VTG, ID, VD, Vbg, Ibg, ITG, IS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ExfoliatedMoS2_TGIdVg
Dimension1, 402, 402, 402, 402, 402, 402, 402
Dimension2, 4, 4, 4, 4, 4, 4, 4
DataName, VTG, VD, Vbg, ID, IS, ITG, Ibg
DataValue, -2, 0.1, 0.5, 6.9647000000000008E-10, -7.2535000000000009E-10, -5.48E-12, 7.2500000000000008E-12
DataValue, -1.985, 0.1, 0.5, 7.2522000000000011E-10, -7.2938E-10, -2.9600000000000003E-12, 7.72E-12
DataValue, -1.9700000000000002, 0.1, 0.5, 7.4016000000000006E-10, -7.4228E-10, -3.0100000000000003E-12, 7.26E-12
DataValue, -1.955, 0.1, 0.5, 7.554000000000001E-10, -7.5767E-10, -4.8000000000000005E-12, 8.5000000000000013E-12
DataValue, -1.9400000000000002, 0.1, 0.5, 7.6135000000000006E-10, -7.653E-10, -1.17E-12, 6.7800000000000006E-12
DataValue, -1.925, 0.1, 0.5, 7.7599E-10, -7.7721E-10, -4.3900000000000005E-12, 4.07E-12
DataValue, -1.9100000000000001, 0.1, 0.5, 7.8693000000000009E-10, -7.909200000000001E-10, -2.67E-12, 6.86E-12
DataValue, -1.895, 0.1, 0.5, 7.976E-10, -7.9874000000000008E-10, -1.91E-12, 5.1600000000000006E-12
DataValue, -1.8800000000000001, 0.1, 0.5, 7.990800000000001E-10, -8.0215000000000007E-10, -4.16E-12, 5.4100000000000006E-12
DataValue, -1.865, 0.1, 0.5, 8.1439E-10, -8.145200000000001E-10, -1.0000000000000002E-14, 4.2500000000000007E-12
DataValue, -1.85, 0.1, 0.5, 8.2577E-10, -8.235600000000001E-10, -2.92E-12, 2.9900000000000004E-12
DataValue, -1.8350000000000002, 0.1, 0.5, 8.3175E-10, -8.4025000000000007E-10, -2.54E-12, 6.8800000000000006E-12
DataValue, -1.82, 0.1, 0.5, 8.5531E-10, -8.5399000000000007E-10, -1.86E-12, 4.28E-12
DataValue, -1.8050000000000002, 0.1, 0.5, 8.7194000000000009E-10, -8.6735000000000011E-10, -3.7800000000000005E-12, 4.51E-12
DataValue, -1.79, 0.1, 0.5, 8.8113E-10, -8.8055E-10, 6.2000000000000008E-13, 2.82E-12
DataValue, -1.7750000000000001, 0.1, 0.5, 9.0437000000000005E-10, -9.0196000000000006E-10, -1.9400000000000002E-12, 2.77E-12
DataValue, -1.76, 0.1, 0.5, 9.2409000000000006E-10, -9.2907000000000008E-10, -2.44E-12, 5.74E-12
DataValue, -1.745, 0.1, 0.5, 9.3109E-10, -9.3826E-10, -7.9000000000000007E-13, 4.18E-12
DataValue, -1.73, 0.1, 0.5, 9.5104E-10, -9.4705000000000016E-10, -3.71E-12, 2.36E-12
DataValue, -1.715, 0.1, 0.5, 9.664E-10, -9.6745E-10, 6.8E-13, 1.9E-12
DataValue, -1.7000000000000002, 0.1, 0.5, 9.9194E-10, -9.8979000000000016E-10, -5.4E-13, 2.31E-12
DataValue, -1.685, 0.1, 0.5, 1.00168E-09, -1.00327E-09, -1.9400000000000002E-12, 6.7E-12
DataValue, -1.6700000000000002, 0.1, 0.5, 1.0135100000000002E-09, -1.0133200000000002E-09, 1.0000000000000002E-14, 3.6800000000000005E-12
DataValue, -1.655, 0.1, 0.5, 1.0231000000000001E-09, -1.02369E-09, -3.1E-12, 1.0500000000000002E-12
DataValue, -1.6400000000000001, 0.1, 0.5, 1.04761E-09, -1.05405E-09, 3.9000000000000005E-13, 2.1500000000000003E-12
DataValue, -1.625, 0.1, 0.5, 1.07516E-09, -1.07012E-09, -3.4E-13, 2.0700000000000003E-12
DataValue, -1.61, 0.1, 0.5, 1.10023E-09, -1.10018E-09, -1.46E-12, 6.2400000000000009E-12
DataValue, -1.595, 0.1, 0.5, 1.11995E-09, -1.12497E-09, 1.0100000000000001E-12, 2.9600000000000003E-12
DataValue, -1.58, 0.1, 0.5, 1.1405200000000001E-09, -1.1671E-09, -8.1000000000000008E-13, 1.9700000000000003E-12
DataValue, -1.5650000000000002, 0.1, 0.5, 1.1776E-09, -1.176E-09, -2.41E-12, -4.2000000000000003E-13
DataValue, -1.55, 0.1, 0.5, 1.1785E-09, -1.183E-09, -1.09E-12, 3.3E-12
DataValue, -1.5350000000000001, 0.1, 0.5, 1.2086E-09, -1.2156E-09, -7E-14, 2.75E-12
DataValue, -1.52, 0.1, 0.5, 1.2306999999999999E-09, -1.2317E-09, -1.4400000000000001E-12, 5.03E-12
DataValue, -1.5050000000000001, 0.1, 0.5, 1.2507E-09, -1.2564E-09, 9.1000000000000016E-13, 2.67E-12
DataValue, -1.49, 0.1, 0.5, 1.2775E-09, -1.2823E-09, -3.1200000000000004E-12, 1.0500000000000002E-12
DataValue, -1.475, 0.1, 0.5, 1.2983E-09, -1.3029E-09, 1.3900000000000001E-12, 7.2000000000000006E-13
DataValue, -1.46, 0.1, 0.5, 1.3246E-09, -1.3139E-09, -2.51E-12, 2.1000000000000001E-13
DataValue, -1.445, 0.1, 0.5, 1.3326E-09, -1.3351E-09, -1.22E-12, 3.4400000000000003E-12
DataValue, -1.4300000000000002, 0.1, 0.5, 1.3679E-09, -1.3705E-09, -7E-14, 2.9600000000000003E-12
DataValue, -1.415, 0.1, 0.5, 1.4182E-09, -1.4155E-09, -1.0100000000000001E-12, 4.8100000000000007E-12
DataValue, -1.4000000000000001, 0.1, 0.5, 1.4344E-09, -1.4306E-09, 1.8000000000000002E-12, 3.1100000000000003E-12
DataValue, -1.385, 0.1, 0.5, 1.4677E-09, -1.4597E-09, -2.8400000000000004E-12, -3.0000000000000003E-13
DataValue, -1.37, 0.1, 0.5, 1.4901E-09, -1.4871E-09, 1.69E-12, -2.62E-12
DataValue, -1.355, 0.1, 0.5, 1.5313E-09, -1.5279E-09, -1.85E-12, 8.8000000000000009E-13
DataValue, -1.34, 0.1, 0.5, 1.5604E-09, -1.5615E-09, -1.3000000000000001E-12, 3.6800000000000005E-12
DataValue, -1.325, 0.1, 0.5, 1.5902E-09, -1.5901E-09, 3.7000000000000004E-13, 2.6500000000000002E-12
DataValue, -1.31, 0.1, 0.5, 1.6252E-09, -1.6284E-09, -9.6000000000000015E-13, 5.74E-12
DataValue, -1.2950000000000002, 0.1, 0.5, 1.6784E-09, -1.6804E-09, 1.79E-12, 1.74E-12
DataValue, -1.28, 0.1, 0.5, 1.6941E-09, -1.6923E-09, -1.95E-12, -3.0000000000000005E-14
DataValue, -1.2650000000000001, 0.1, 0.5, 1.7345E-09, -1.7326E-09, 1.5600000000000002E-12, -1.5800000000000001E-12
DataValue, -1.25, 0.1, 0.5, 1.7752E-09, -1.7668E-09, -2.21E-12, -1.32E-12
DataValue, -1.235, 0.1, 0.5, 1.8003E-09, -1.7924E-09, -1.51E-12, 3.48E-12
DataValue, -1.22, 0.1, 0.5, 1.8203E-09, -1.8285E-09, 1.04E-12, 1.8900000000000002E-12
DataValue, -1.205, 0.1, 0.5, 1.8579E-09, -1.8735E-09, 2.7E-13, 6.04E-12
DataValue, -1.19, 0.1, 0.5, 1.9123E-09, -1.9032E-09, 2.54E-12, 3.63E-12
DataValue, -1.175, 0.1, 0.5, 1.9673E-09, -1.9721E-09, -2.26E-12, -6.5000000000000006E-13
DataValue, -1.1600000000000001, 0.1, 0.5, 2.0159E-09, -2.0121E-09, 1.5000000000000002E-13, -6.400000000000001E-13
DataValue, -1.145, 0.1, 0.5, 2.0356E-09, -2.0353E-09, -1.7100000000000002E-12, -1.2800000000000002E-12
DataValue, -1.1300000000000001, 0.1, 0.5, 2.0947E-09, -2.101E-09, -1.26E-12, 3.6000000000000004E-12
DataValue, -1.115, 0.1, 0.5, 2.1233E-09, -2.1239E-09, 8.6000000000000007E-13, 1.98E-12
DataValue, -1.1, 0.1, 0.5, 2.1776E-09, -2.1752E-09, -3.3E-13, 3.8400000000000006E-12
DataValue, -1.085, 0.1, 0.5, 2.2292E-09, -2.2272E-09, 3.02E-12, 2.0500000000000004E-12
DataValue, -1.07, 0.1, 0.5, 2.268E-09, -2.282E-09, -1.7000000000000002E-12, -5.2E-13
DataValue, -1.0550000000000002, 0.1, 0.5, 2.3494E-09, -2.344E-09, 1.5E-12, -2.0000000000000003E-14
DataValue, -1.04, 0.1, 0.5, 2.393E-09, -2.3826E-09, -2.0200000000000003E-12, -2.09E-12
DataValue, -1.0250000000000001, 0.1, 0.5, 2.4399E-09, -2.4408E-09, -1.04E-12, 4.0400000000000006E-12
DataValue, -1.01, 0.1, 0.5, 2.4756E-09, -2.4786E-09, 2.9000000000000003E-13, 2.82E-12
