 VTG,"Id, V_D = 0.1","Id, V_D = 0.4","Id, V_D = 0.7","Id, V_D = 1.0","Itg, V_D = 0.1","Ibg, V_D = 0.1", Vbg
-2.0,5.0722e-10,1.3091e-09,1.6374e-09,1.8413e-09,-1.9900000000000002e-12,3.4700000000000004e-12,0.5
-1.985,5.2432e-10,1.3284e-09,1.6534e-09,1.8532e-09,-1.6800000000000001e-12,2.6500000000000002e-12,0.5
-1.97,5.2765e-10,1.3144e-09,1.6686e-09,1.8525e-09,-3.2700000000000004e-12,-6.1e-13,0.5
-1.955,5.443000000000001e-10,1.3894e-09,1.6779e-09,1.836e-09,-9.5e-13,9.5e-13,0.5
-1.94,5.5038e-10,1.4232e-09,1.7521e-09,1.9152e-09,-2.5800000000000003e-12,3.840000000000001e-12,0.5
-1.925,5.521600000000001e-10,1.4575e-09,1.7659e-09,1.9112e-09,-1.7000000000000002e-12,4.490000000000001e-12,0.5
-1.91,5.7151e-10,1.452e-09,1.8066e-09,1.9446e-09,-6.400000000000001e-13,2.46e-12,0.5
-1.895,5.9024e-10,1.5031e-09,1.8601e-09,1.9966e-09,-3.2400000000000007e-12,5.500000000000001e-13,0.5
-1.88,6.101600000000001e-10,1.5241e-09,1.8889e-09,2.0053e-09,-1.65e-12,1.45e-12,0.5
-1.865,6.1031e-10,1.5184e-09,1.9298e-09,2.0398e-09,-2e-12,5.170000000000001e-12,0.5
-1.85,6.246e-10,1.5531e-09,1.9596e-09,2.0674e-09,-1.45e-12,3.76e-12,0.5
-1.835,6.2434e-10,1.5793e-09,2.0248e-09,2.0804e-09,-3.4e-13,2.8900000000000004e-12,0.5
-1.82,6.3892e-10,1.6271e-09,2.0534e-09,2.135e-09,-3.02e-12,-2.08e-12,0.5
-1.805,6.6449e-10,1.6736e-09,2.067e-09,2.1832e-09,-1.85e-12,1.86e-12,0.5
-1.79,6.704000000000001e-10,1.6851e-09,2.106e-09,2.2582e-09,-1.64e-12,5.14e-12,0.5
-1.775,6.7796e-10,1.7074e-09,2.1603e-09,2.2608e-09,-1.3500000000000001e-12,2.8900000000000004e-12,0.5
-1.76,6.9945e-10,1.7752e-09,2.1958e-09,2.2872e-09,3.3e-13,-9.5e-13,0.5
-1.745,7.305e-10,1.7884e-09,2.2306e-09,2.3468e-09,-2.5000000000000007e-12,-2.7e-13,0.5
-1.73,7.3242e-10,1.8023e-09,2.244e-09,2.4072e-09,-1.9400000000000002e-12,1.5000000000000004e-13,0.5
-1.715,7.3748e-10,1.8569999999999999e-09,2.2911e-09,2.4584e-09,-1.6300000000000001e-12,4.47e-12,0.5
-1.7000000000000002,7.410800000000001e-10,1.8664e-09,2.3069e-09,2.4945e-09,-1.4700000000000002e-12,1.6800000000000001e-12,0.5
-1.685,7.556400000000001e-10,1.8997e-09,2.3434e-09,2.5252e-09,1e-13,6.400000000000001e-13,0.5
-1.6700000000000002,7.7916e-10,1.952e-09,2.394e-09,2.5871e-09,-2.8800000000000002e-12,-1.0600000000000001e-12,0.5
-1.655,7.788200000000001e-10,1.9661e-09,2.4352e-09,2.6247e-09,-1.5800000000000001e-12,2.8400000000000004e-12,0.5
-1.64,8.0847e-10,1.9968e-09,2.4904e-09,2.6873e-09,-1.3900000000000001e-12,4.93e-12,0.5
-1.625,8.3332e-10,2.0618e-09,2.4923e-09,2.6789e-09,-1.4900000000000001e-12,1.0500000000000002e-12,0.5
-1.61,8.3752e-10,2.1077e-09,2.583e-09,2.7237e-09,2e-13,-2.67e-12,0.5
-1.595,8.6469e-10,2.2027e-09,2.6061e-09,2.7853e-09,-2.6500000000000002e-12,-4.500000000000001e-13,0.5
-1.58,8.7947e-10,2.2112e-09,2.6721e-09,2.8339e-09,-1.4300000000000002e-12,3.0400000000000004e-12,0.5
