 VTG,"Id, V_D = 0.1","Id, V_D = 0.4","Id, V_D = 0.7","Id, V_D = 1.0","Itg, V_D = 0.1","Ibg, V_D = 0.1", Vbg
0.115,2.3075e-08,4.98924e-08,5.77944e-08,6.415339999999999e-08,7.900000000000001e-13,2.21e-12,1
0.13,2.37866e-08,5.07794e-08,5.980019999999999e-08,6.57014e-08,-1.2000000000000002e-13,5.7e-13,1
0.145,2.4476e-08,5.30066e-08,6.102839999999999e-08,6.732e-08,1.55e-12,1.4700000000000002e-12,1
0.16,2.47632e-08,5.430799999999999e-08,6.25024e-08,6.80208e-08,-5.300000000000002e-13,8.800000000000002e-13,1
0.175,2.53676e-08,5.57514e-08,6.4135e-08,7.06482e-08,-2.11e-12,-1.4700000000000002e-12,1
0.19,2.59344e-08,5.76322e-08,6.549619999999999e-08,7.1792e-08,5.7e-13,4.87e-12,1
0.205,2.65936e-08,5.81898e-08,6.666959999999999e-08,7.35158e-08,1.13e-12,-1.9400000000000002e-12,1
0.22,2.73398e-08,5.97142e-08,6.84256e-08,7.60452e-08,1.5200000000000002e-12,2.0500000000000004e-12,1
0.235,2.80364e-08,6.1213e-08,6.928239999999999e-08,7.635979999999998e-08,-3.780000000000001e-12,-2.5600000000000004e-12,1
0.25,2.8695e-08,6.27484e-08,7.11284e-08,7.83094e-08,1.6600000000000002e-12,4.710000000000001e-12,1
0.265,2.92768e-08,6.427239999999999e-08,7.346739999999999e-08,8.02728e-08,3.4e-13,-1.02e-12,1
0.28,2.98656e-08,6.524159999999999e-08,7.477739999999999e-08,8.215439999999999e-08,2.2200000000000002e-12,1.65e-12,1
0.295,3.0194399999999994e-08,6.63248e-08,7.6148e-08,8.401039999999999e-08,-2.1000000000000003e-12,-8.2e-13,1
0.31,3.07952e-08,6.7832e-08,7.796119999999999e-08,8.58578e-08,-2e-13,3.4e-13,1
0.325,3.1489799999999995e-08,6.929039999999999e-08,7.92764e-08,8.682159999999999e-08,-2.7e-13,3.85e-12,1
0.34,3.20118e-08,7.04032e-08,8.005099999999998e-08,8.84576e-08,1.2800000000000002e-12,2.5e-13,1
0.355,3.25024e-08,7.243999999999998e-08,8.2089e-08,8.94956e-08,1.08e-12,1.88e-12,1
0.37,3.3390799999999994e-08,7.356319999999998e-08,8.28944e-08,9.12718e-08,-3.3900000000000007e-12,-1.6700000000000004e-12,1
0.385,3.39734e-08,7.44806e-08,8.46518e-08,9.28602e-08,8.100000000000001e-13,6.09e-12,1
