 VD, forward,V_G = -2.0,V_G = -1.5,V_G = -1.0,V_G = -0.5,V_G = 0.0,V_G = 0.5,V_G = 1.0
1.26,True,1.402e-05,5.331e-05,0.0008223600000000001,0.0163302,0.18038,0.5293800000000001,0.7591
1.245,True,1.346e-05,5.2730000000000005e-05,0.00081577,0.016515999999999996,0.18031999999999998,0.52792,0.75626
1.23,True,1.2870000000000002e-05,5.2100000000000006e-05,0.00081918,0.016226599999999997,0.17968,0.52468,0.7534799999999999
1.215,True,1.2610000000000001e-05,5.091e-05,0.0008204099999999999,0.0163302,0.18044,0.52618,0.7518199999999999
1.2,True,1.1650000000000002e-05,5.0220000000000004e-05,0.00082674,0.016413399999999998,0.18006000000000003,0.52562,0.74792
1.185,True,1.256e-05,5.0480000000000005e-05,0.00083791,0.016413999999999998,0.18064,0.52376,0.74924
1.1700000000000002,True,1.335e-05,5.0990000000000005e-05,0.0008414799999999999,0.016615799999999997,0.18024,0.5244599999999999,0.74628
1.155,True,1.321e-05,5.067e-05,0.0008349,0.0165894,0.18038,0.52292,0.74854
1.14,True,1.264e-05,4.8809999999999995e-05,0.0008523200000000002,0.016557799999999998,0.18,0.5222600000000001,0.7386
1.125,True,1.205e-05,4.8710000000000006e-05,0.0008515199999999999,0.0166228,0.18138,0.5229,0.7342
1.11,True,1.2659999999999999e-05,4.7130000000000004e-05,0.00084838,0.016614599999999997,0.18086,0.5204,0.7375
1.095,True,1.1910000000000001e-05,4.672e-05,0.0008494,0.0165114,0.18014,0.5201,0.7354599999999999
1.08,True,1.149e-05,4.679e-05,0.0008555300000000001,0.0165842,0.1804,0.5207999999999999,0.73452
1.065,True,1.0740000000000002e-05,4.7640000000000005e-05,0.0008492100000000001,0.016506999999999997,0.1809,0.51892,0.73188
1.05,True,1.1239999999999999e-05,4.795000000000001e-05,0.00085486,0.0166142,0.18031999999999998,0.5169400000000001,0.7271599999999999
1.035,True,1.076e-05,4.8519999999999996e-05,0.0008628900000000001,0.016619,0.1801,0.51598,0.7260199999999999
1.02,True,9.990000000000003e-06,4.864000000000001e-05,0.0008515500000000001,0.016795599999999997,0.17934,0.51458,0.7219
1.005,True,1.036e-05,4.8440000000000004e-05,0.0008581900000000001,0.0168212,0.17959999999999998,0.5131,0.72092
0.99,True,9.910000000000002e-06,4.892e-05,0.00086112,0.016784399999999998,0.17898,0.51362,0.72038
0.975,True,9.260000000000001e-06,4.898e-05,0.0008647700000000001,0.016790999999999997,0.17886,0.5125,0.7121000000000001
0.96,True,9.42e-06,4.833e-05,0.00085976,0.0168108,0.17814,0.5133800000000001,0.7120200000000001
0.945,True,8.46e-06,4.9029999999999996e-05,0.0008631800000000001,0.016781,0.17832,0.5097799999999999,0.71198
0.93,True,8.77e-06,5.003e-05,0.0008723699999999999,0.016946399999999997,0.17822,0.50826,0.7082999999999999
0.915,True,8.490000000000002e-06,5.024000000000001e-05,0.0008693199999999999,0.016777,0.17814,0.50652,0.7025199999999999
0.9,True,9.060000000000001e-06,5.107e-05,0.00086538,0.016849599999999996,0.17694,0.5046400000000001,0.7001
0.885,True,9.270000000000001e-06,5.1240000000000004e-05,0.0008695700000000001,0.016855799999999997,0.17765999999999998,0.50188,0.69594
0.87,True,7.94e-06,5.1550000000000006e-05,0.0008583600000000001,0.0168694,0.17822,0.50024,0.69538
0.855,True,8.380000000000001e-06,5.1970000000000006e-05,0.0008673500000000001,0.016952399999999996,0.17800000000000002,0.5002599999999999,0.6878599999999999
0.84,True,8.34e-06,5.256e-05,0.0008685499999999999,0.016960599999999996,0.17846,0.49732,0.6829999999999999
0.825,True,8.280000000000002e-06,5.2550000000000003e-05,0.00087352,0.0170132,0.1785,0.49564,0.6807599999999999
0.81,True,7.660000000000003e-06,5.1110000000000004e-05,0.0008763999999999999,0.017043399999999997,0.17709999999999998,0.4941,0.67864
0.795,True,7.2000000000000005e-06,5.145000000000001e-05,0.00086462,0.0170016,0.17679999999999998,0.49254,0.67196
0.78,True,8.370000000000003e-06,5.227e-05,0.0008768600000000001,0.01713,0.17606,0.4903,0.6686000000000001
0.765,True,8.030000000000001e-06,5.164e-05,0.00088773,0.0169776,0.17668,0.48564,0.6621600000000001
0.75,True,8.160000000000001e-06,5.087e-05,0.0008919799999999999,0.016979,0.17545999999999998,0.48564,0.6601
0.735,True,8.220000000000001e-06,5.174000000000001e-05,0.00087977,0.0169804,0.17572,0.48253999999999997,0.6541
0.72,True,8.54e-06,5.178e-05,0.0008857100000000001,0.0170602,0.17531999999999998,0.47830000000000006,0.6492600000000001
0.705,True,8.380000000000001e-06,5.205e-05,0.00086868,0.0169898,0.17459999999999998,0.47678000000000004,0.6429
0.69,True,9.13e-06,5.088e-05,0.0008940000000000002,0.017192399999999997,0.1747,0.47334,0.63698
0.675,True,9.02e-06,5.04e-05,0.00089215,0.017047999999999997,0.17564,0.46974000000000005,0.6289
0.66,True,8.790000000000002e-06,5.0600000000000003e-05,0.00089935,0.0171176,0.17364000000000002,0.46592,0.6242
0.645,True,8.190000000000001e-06,4.970000000000001e-05,0.00090193,0.017067,0.17414,0.46442,0.61632
0.63,True,8.470000000000002e-06,5.046000000000001e-05,0.0009016,0.0172554,0.17324,0.45852,0.60954
0.615,True,8.290000000000002e-06,5.0180000000000004e-05,0.00090703,0.017268999999999996,0.17387999999999998,0.45356,0.60184
0.6,True,7.480000000000001e-06,5.072000000000001e-05,0.00090811,0.0172382,0.17396,0.4472,0.59458
0.585,True,7.1900000000000015e-06,5.067e-05,0.00090425,0.017400799999999998,0.17242000000000002,0.447,0.5876
0.57,True,7.01e-06,5.025e-05,0.0009212000000000001,0.0173808,0.17207999999999998,0.44164,0.58098
0.555,True,6.920000000000001e-06,4.934e-05,0.0009169400000000001,0.017199799999999998,0.17132,0.43776000000000004,0.57238
0.54,True,6.900000000000001e-06,5.04e-05,0.00090727,0.017226599999999998,0.17052,0.43126000000000003,0.56342
0.525,True,6.880000000000001e-06,4.937e-05,0.0009107299999999999,0.017320999999999996,0.16945999999999997,0.42522,0.55182
0.51,True,6.210000000000001e-06,5.037e-05,0.0009159699999999999,0.017078799999999998,0.16885999999999998,0.41936,0.5404800000000001
0.495,True,5.240000000000001e-06,5.0220000000000004e-05,0.0009113600000000001,0.0172206,0.16776,0.4136,0.5292600000000001
0.48,True,4.960000000000001e-06,4.973000000000001e-05,0.0009106499999999999,0.0171742,0.16648,0.40748,0.51824
0.465,True,4.78e-06,5.0690000000000004e-05,0.0009171999999999999,0.017217599999999996,0.16593999999999998,0.40236,0.50676
0.45,True,4.850000000000001e-06,5.042000000000001e-05,0.0009328299999999999,0.0172464,0.16390000000000002,0.39474,0.49485999999999997
0.435,True,4.700000000000002e-06,5.2350000000000005e-05,0.00093794,0.017274199999999997,0.1628,0.38711999999999996,0.4808
0.42,True,4.900000000000001e-06,5.3330000000000006e-05,0.00092237,0.0173238,0.1619,0.37666,0.46759999999999996
0.405,True,5.55e-06,5.2770000000000005e-05,0.0009254199999999999,0.017192199999999998,0.15952,0.36814,0.45677999999999996
0.39,True,5.49e-06,5.204e-05,0.00092661,0.017098799999999997,0.15824,0.35778000000000004,0.43798000000000004
0.375,True,5.3500000000000004e-06,5.1429999999999994e-05,0.00092791,0.0170818,0.15667999999999999,0.34946,0.4284
0.36,True,5.19e-06,5.1840000000000005e-05,0.0009362900000000001,0.016988999999999997,0.15422,0.33818,0.413
0.345,True,5.240000000000001e-06,5.168e-05,0.0009258299999999999,0.016870599999999996,0.1517,0.32996000000000003,0.39812000000000003
0.33,True,5.27e-06,5.181000000000001e-05,0.0009322900000000001,0.0166976,0.1493,0.31868,0.38128
0.315,True,4.57e-06,5.1280000000000004e-05,0.0009343699999999999,0.016652999999999998,0.14644000000000001,0.30541999999999997,0.36478
0.3,True,4.9900000000000005e-06,5.1429999999999994e-05,0.00093372,0.016545799999999996,0.14401999999999998,0.29314,0.3483
0.285,True,5.01e-06,5.1500000000000005e-05,0.0009255299999999999,0.016549599999999998,0.13962,0.28054,0.33098
0.27,True,5.02e-06,5.250000000000001e-05,0.0009352599999999999,0.016502799999999998,0.13696,0.2678,0.313
0.255,True,5.2500000000000006e-06,5.186e-05,0.00093228,0.016302399999999998,0.1324,0.25286000000000003,0.2965
0.24,True,5.960000000000001e-06,5.221e-05,0.00092613,0.016124,0.12828,0.23858000000000001,0.27864
0.225,True,5.560000000000001e-06,5.1110000000000004e-05,0.00092273,0.015850999999999997,0.12209999999999999,0.22347999999999998,0.2565
0.21,True,5.3400000000000005e-06,4.985e-05,0.00090907,0.015602999999999997,0.11692000000000001,0.20809999999999998,0.2387
0.195,True,5.400000000000001e-06,4.927e-05,0.0008984800000000001,0.015317399999999998,0.111445,0.1934,0.21982
0.18,True,5.670000000000001e-06,4.9290000000000004e-05,0.0008871900000000002,0.0151478,0.10507980000000001,0.1781,0.20246
0.165,True,5.240000000000001e-06,4.762000000000001e-05,0.0008663500000000001,0.0146478,0.09824999999999999,0.16144,0.18212
0.15,True,5.470000000000001e-06,4.724e-05,0.0008452700000000001,0.0141988,0.09080959999999999,0.14636,0.16266
0.135,True,4.850000000000001e-06,4.6750000000000005e-05,0.00082841,0.013590600000000001,0.08314,0.12968000000000002,0.14387999999999998
0.12,True,5.000000000000001e-06,4.5969999999999995e-05,0.00079858,0.0128614,0.0752076,0.11402,0.12625999999999998
0.105,True,4.610000000000001e-06,4.436e-05,0.0007527,0.0121526,0.067076,0.0982856,0.10708159999999999
0.09,True,4.5500000000000005e-06,4.162e-05,0.00071083,0.0112009,0.0578624,0.0830012,0.0903848
0.075,True,4.040000000000001e-06,3.86e-05,0.00063991,0.0100619,0.0489228,0.06846,0.07341139999999999
0.06,True,3.6000000000000003e-06,3.408e-05,0.0005674800000000001,0.0086746,0.039473999999999995,0.0533136,0.057677400000000004
0.045,True,3e-06,2.8650000000000002e-05,0.00047362000000000006,0.0070516,0.029741999999999998,0.0394172,0.0418318
0.03,True,3.0300000000000002e-06,2.16e-05,0.00035181,0.0051325,0.019862599999999998,0.025759,0.0271914
0.015,True,2.06e-06,1.2329999999999999e-05,0.00019666,0.0028036000000000003,0.0100154,0.0126432,0.013275399999999998
0.0,True,2.6600000000000004e-06,1.95e-06,1.0600000000000002e-06,1.777e-05,2.306e-05,1.1419999999999999e-05,7.3700000000000014e-06
